"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Scomber japonicus","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.6,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","filleted","Fresh, filleted",2.6,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","filleted","Fresh, filleted",2.86,"Italy","ITA","IT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","filleted, skinned","Fresh, filleted, skinned",2.6,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","filleted, skinned","Fresh, filleted, skinned",2.6,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","filleted, skinned, with pinbone on","Fresh, filleted, skinned, with pinbone on",2.6,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","filleted, with skin and bones on","Fresh, filleted, with skin and bones on",2.6,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","gutted","Fresh, gutted",1.08,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted","Fresh, gutted",1.09,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","gutted","Fresh, gutted",1.11,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted","Fresh, gutted",1.15,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted","Fresh, gutted",1.15,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted and headed","Fresh, gutted and headed",1.11,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Scomber scombrus","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","gutted and headed","Fresh, gutted and headed",1.47,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Fresh","headed","Fresh, headed",1.3,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","filleted","Frozen, filleted",1.62,"Bulgaria","BGR","BG","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","filleted","Frozen, filleted",1.92,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","filleted","Frozen, filleted",2.6,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.6,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","filleted, with skin and bones on","Frozen, filleted, with skin and bones on",1.92,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.08,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.11,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.11,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.14,"Poland","POL","PL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted","Frozen, gutted",1.15,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted and headed","Frozen, gutted and headed",1.11,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Scomber scombrus","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"Poland","POL","PL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted and headed","Frozen, gutted and headed",1.45,"Lithuania","LTU","LT","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","gutted and headed","Frozen, gutted and headed",1.47,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.54,"Poland","POL","PL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.62,"Bulgaria","BGR","BG","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomber scombrus","Frozen","Lappen","Frozen, Lappen",1.92,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","whole","Frozen, whole",1,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Scomber scombrus","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scomberesox saurus","Fresh","gutted and headed","Fresh, gutted and headed",1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomberesox saurus","Frozen","gutted and headed","Frozen, gutted and headed",1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomberomorus maculatus","Fresh","gutted","Fresh, gutted",1.1,"El Salvador","SLV","SV","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomberomorus sierra","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomberomorus sierra","Frozen","filleted, skinned","Frozen, filleted, skinned",2,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scomberomorus spp","Fresh","gutted","Fresh, gutted",1.1,"Trinidad And Tobago","TTO","TT","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombridae","Fresh","gutted","Fresh, gutted",1.15,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombridae","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombridae","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombroidei","Fresh","gutted","Fresh, gutted",1.15,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombroidei","Frozen","gutted","Frozen, gutted",1.22,"Uruguay","URY","UY","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombroidei","Frozen","gutted and headed","Frozen, gutted and headed",1.36,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombroidei","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.33,"Korea Rep","KOR","KR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scombroidei","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.4,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus maximus","Fresh","filleted","Fresh, filleted",2.4,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Fresh","gutted","Fresh, gutted",1.09,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","gutted","Frozen, gutted",1.07,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","gutted","Frozen, gutted",1.09,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus maximus","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Fresh","filleted","Fresh, filleted",2.4,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.05,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.05,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.05,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.05,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.05,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.09,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.11,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted","Fresh, gutted",1.15,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Scophthalmus rhombus","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Scophthalmus rhombus","Frozen","gutted","Frozen, gutted",1.05,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
